CROC 1H,Hrs_On,Oil_BBL,Gas_MCF,Water_BBL,Tubing_PSI,Casing_PSI,Remarks,Date
,24:00:00,21.62,13.67,12,200,70,Gas locked.,9/24/2019
,24:00:00,14.97,13.67,0,200,70,put on a 3on3off @ 7.0 spm,9/25/2019
,24:00:00,24.95,14.54,5,200,70,3on3off,9/26/2019
,24:00:00,31.87,24.62,5,200,70,3on3off shut down for 24hrs for acid flush.,9/27/2019
,0:00:00,0,20.57,0,200,70,Started unit at 7:30am,9/28/2019
,24:00:00,38.26,23.94,3,200,70,24hrs,9/29/2019
,24:00:00,19.96,25.99,31,200,70,24hrs,9/30/2019
,24:00:00,0,25.99,13,200,70,24hrs,10/1/2019
,24:00:00,10.81,25.99,30,200,70,24hrs,10/2/2019
,24:00:00,16.53,25.99,0,200,70,24hrs,10/3/2019
,24:00:00,33.33,25.99,0,200,70,24hrs,10/4/2019
,24:00:00,21.62,25.03,8,200,70,24hrs,10/5/2019
,24:00:00,26.61,7.84,22,200,70,24hrs,10/6/2019
,24:00:00,19.95,4,10,200,70,24hrs,10/7/2019
,24:00:00,31.6,24.99,15,200,70,24hrs,10/8/2019
,24:00:00,19.37,27.81,10,200,70,24hrs,10/9/2019
,24:00:00,16.62,17.87,0,200,70,24hrs,10/10/2019
,24:00:00,28.27,29.48,15,200,70,24Hrs,10/11/2019
,24:00:00,0,32.73,0,0,0,,10/12/2019
,24:00:00,18.3,22.23,4,200,70,24Hrs,10/13/2019
,24:00:00,18.3,17.04,0,200,70,24Hrs,10/14/2019
,24:00:00,28.29,33.12,10,200,70,24hrs,10/15/2019
,24:00:00,19.38,20.88,10,200,70,24hrs,10/16/2019
,24:00:00,14.97,4,4,200,70,24hrs,10/17/2019
,24:00:00,26.61,24.97,11,200,70,24hrs,10/18/2019
,24:00:00,21.62,27.24,12,200,70,24hrs,10/19/2019
,24:00:00,18.29,17.67,5,200,70,24hrs,10/20/2019
,24:00:00,24.39,23.75,10,200,70,24hrs,10/21/2019
,24:00:00,16.67,26.37,15,200,70,24hrs,10/22/2019
,24:00:00,21.62,18.43,1,200,70,24hrs,10/23/2019
,24:00:00,21.62,37.77,17,200,70,24hrs,10/24/2019
,24:00:00,21.61,21.76,3,200,70,24hrs,10/25/2019
,24:00:00,16.63,15.92,2,200,70,,10/26/2019
,24:00:00,29.94,36.79,23,200,70,24hrs,10/27/2019
,24:00:00,19.96,22.57,10,200,70,24hrs,10/28/2019
,24:00:00,1.67,15.75,2,200,70,24hrs,10/29/2019
,24:00:00,21.63,18.92,3,200,70,,10/30/2019
,24:00:00,4.99,14.55,10,200,70,BLEW TBG DOWN SPED UP GOT P/A,10/31/2019
,24:00:00,38.27,30.79,11,200,70,,11/1/2019
,24:00:00,29.96,4,15,200,70,,11/2/2019
,24:00:00,19.89,4,7,200,70,24hrs,11/3/2019
,24:00:00,28.27,4,10,200,70,"24hrs, sales not reading, tech to get it fixed asap",11/4/2019
,24:00:00,26.62,28.72,18,200,70,,11/5/2019
,24:00:00,33.27,26.81,17,200,70,,11/6/2019
,24:00:00,21.64,34.63,10,200,70,,11/7/2019
,24:00:00,28.3,13.14,22,200,70,20/50 Hot oil.,11/8/2019
,24:00:00,10.07,19.21,38,200,70,Recovering from hot oil,11/9/2019
,24:00:00,8.33,14.07,35,200,70,,11/10/2019
,24:00:00,34.94,21.14,18,200,70,,11/11/2019
,24:00:00,26.62,4,32,200,70,,11/12/2019
,24:00:00,19.96,27.47,8,200,70,,11/13/2019
,24:00:00,19.96,17.75,7,200,70,,11/14/2019
,24:00:00,13.31,12.75,2,200,70,put on a 3on3off timer @ 7.0spm,11/15/2019
,24:00:00,21.63,15.15,0,200,70,3on3off,11/16/2019
,24:00:00,20.98,12.89,2,200,70,put on a 4on2off @ 6.5spm.,11/17/2019
,24:00:00,25.04,21.09,15,200,70,4on2off,11/18/2019
,24:00:00,19.97,19.03,8,200,70,Put on a 3on2off,11/19/2019
,24:00:00,21.63,19.03,17,200,70,3on2off,11/20/2019
,24:00:00,21.63,4,17,200,70,3on2off,11/21/2019
,24:00:00,24.95,4,12,200,70,,11/22/2019
,24:00:00,19.96,4,5,200,70,,11/23/2019
,24:00:00,16.63,4,8,200,70,,11/24/2019
,24:00:00,21.63,4,11,200,70,,11/25/2019
,24:00:00,18.31,4,17,200,70,3on2off,11/26/2019
,24:00:00,16.57,4,12,200,70,3on2off,11/27/2019
,24:00:00,25.01,4,16,200,70,3on2off,11/28/2019
,24:00:00,19.96,4,13,200,70,3on2off,11/29/2019
,24:00:00,19.96,4,8,200,70,3on2off,11/30/2019
,24:00:00,19.96,4,3,200,70,3on2off,12/1/2019
,24:00:00,23.29,4,17,200,70,3on2off gas meter not reading / waitng on coastal flow,12/2/2019
,24:00:00,19.96,4,3,200,70,3on2off gas meter not reading / waitng on coastal flow,12/3/2019
,24:00:00,21.63,4,8,200,70,3on2off gas meter not reading / waitng on coastal flow,12/4/2019
,24:00:00,17.3,9.65,8,200,70,3on3off gas meter not reading / waitng on coastal flow,12/5/2019
,24:00:00,10.02,9.65,0,200,70,3on3off gas meter not reading / waiting on coastal flow.,12/6/2019
,24:00:00,15.03,4,10,200,70,3on3off trash in pump / sped unit up got P/A back.,12/7/2019
,24:00:00,19.97,4,3,200,70,3on3off,12/8/2019
,24:00:00,23.29,4,8,200,70,3on3off,12/9/2019
,24:00:00,14.97,4,3,200,70,3on3off,12/10/2019
,24:00:00,24.95,4.15,0,200,70,3on3off NO.COMMS.,12/11/2019
,24:00:00,18.3,18.43,3,200,70,3on3off,12/12/2019
,24:00:00,29.95,19.46,0,200,70,3on3off,12/13/2019
,24:00:00,23.29,4,3,200,70,3on3off,12/14/2019
,24:00:00,24.96,18.06,8,200,70,3on3off,12/15/2019
,24:00:00,24.96,18.06,3,200,70,3on3off,12/16/2019
,24:00:00,19.97,18.07,3,200,70,3on3off,12/17/2019
,24:00:00,28,18.52,8,200,70,3on3off,12/18/2019
,24:00:00,26.05,18.52,7,200,70,3on3off,12/19/2019
,24:00:00,19.97,18.55,10,200,70,3on3off,12/20/2019
,24:00:00,19.96,17.9,3,200,70,3on3off,12/21/2019
,24:00:00,19.96,17.9,3,200,70,3on3off,12/22/2019
,24:00:00,18.34,16.92,3,200,70,3on3off,12/23/2019
,24:00:00,19.97,16.6,3,200,70,3on3off,12/24/2019
,24:00:00,18.3,16.6,2,200,70,3on3off,12/25/2019
,24:00:00,21.63,13.35,10,0,0,3on3off,12/26/2019
,24:00:00,20.1,15.53,15,200,70,3on3off,12/27/2019
,24:00:00,19.95,15.17,5,200,70,3on3off,12/28/2019
,24:00:00,24.94,15.17,5,200,70,3on3off,12/29/2019
,24:00:00,23.29,16.72,5,200,70,3on3off,12/30/2019
,24:00:00,18.29,13.26,3,200,70,3on3off,12/31/2019
,24:00:00,24.95,16.39,5,200,70,3on3off,1/1/2020
,24:00:00,23.3,13.75,3,200,70,3on3off,1/2/2020
,24:00:00,21.63,4,5,200,70,3on3off,1/3/2020
,24:00:00,18.3,13,8,200,70,3on3off,1/4/2020
,24:00:00,16.63,13.31,14,200,70,3on3off,1/5/2020
,24:00:00,19.97,16.8,7,0,0,3on3off,1/6/2020
,24:00:00,21.69,16.8,3,200,70,3on3off,1/7/2020
,24:00:00,24.73,5.46,18,200,70,3on3off,1/8/2020
,24:00:00,18.7,4,18,200,70,3on3off,1/9/2020
,24:00:00,16.65,4,15,200,70,3on3off,1/10/2020
,24:00:00,13.32,4,7,200,70,3on3off,1/11/2020
,24:00:00,19.96,4,7,20,70,3on3off,1/12/2020
,24:00:00,15.78,4,10,200,70,3on3off,1/13/2020
,24:00:00,21.71,4,13,200,70,3on3off,1/14/2020
,24:00:00,20.01,9.23,10,200,70,3on3off,1/15/2020
,24:00:00,16.64,15.52,5,200,70,3on3off,1/16/2020
,24:00:00,13.32,16.22,7,200,70,3on3off,1/17/2020
,24:00:00,23.29,11.76,8,200,70,3on3off,1/18/2020
,24:00:00,18.3,17.98,5,200,70,3on3off,1/19/2020
,24:00:00,16.64,13.64,13,200,70,3on3off,1/20/2020
,24:00:00,11.65,10.28,6,200,70,3on3off,1/21/2020
,24:00:00,9.98,11.73,17,200,70,3on3off,1/22/2020
,24:00:00,24.95,15.55,20,200,70,3on3off,1/23/2020
,24:00:00,19.96,10.96,7,200,70,3on3off,1/24/2020
,24:00:00,19.36,13.68,10,200,70,3on3off,1/25/2020
,24:00:00,15.84,16.5,13,200,70,,1/26/2020
,24:00:00,18.3,9.67,2,200,70,3on3off,1/27/2020
,24:00:00,19.96,13.56,7,200,70,3on3off,1/28/2020
,24:00:00,16.63,15.38,13,200,70,3on3off,1/29/2020
,24:00:00,16.63,10.32,10,200,70,3on3off,1/30/2020
,24:00:00,23.29,18.63,12,200,70,3on3off,1/31/2020
,24:00:00,11.64,10.28,8,200,70,3on3off,2/1/2020
,24:00:00,14.97,6.96,2,200,70,3on3off,2/2/2020
,24:00:00,21.63,12.22,13,200,70,3on3off,2/3/2020
,24:00:00,23.3,17.5,12,200,70,3on3off,2/4/2020
,24:00:00,14.98,9.34,8,200,70,3on3off,2/5/2020
,24:00:00,18.37,7.48,5,200,70,3on3off,2/6/2020
,24:00:00,22.46,18.71,5,200,70,3on3off,2/7/2020
,24:00:00,14.97,9.55,8,200,70,3on3off,2/8/2020
,24:00:00,8.32,7.69,2,200,70,3on3off,2/9/2020
,24:00:00,28.28,16.81,10,200,70,Put on a 16on8off,2/10/2020
,24:00:00,13.3,15.06,12,200,70,16on8off,2/11/2020
,24:00:00,24.94,19.25,17,200,70,16on8off,2/12/2020
,24:00:00,18.29,16.31,7,200,70,16on8off,2/13/2020
,24:00:00,16.63,10.17,8,200,70,16on8off,2/14/2020
,24:00:00,11.64,7.33,2,200,70,16on8off / sped unit up got p/a,2/15/2020
,24:00:00,19.17,20.46,12,200,70,16on8off,2/16/2020
,24:00:00,16.66,4,10,200,70,16on8off,2/17/2020
,24:00:00,13.31,4,3,200,70,16on8off,2/18/2020
,24:00:00,0,4,2,200,70,16on8off 20/50 hot oil. / trash in pump.,2/19/2020
,24:00:00,26.62,9.25,15,200,70,16on8off,2/20/2020
,24:00:00,19.96,11.92,28,200,70,16on8off,2/21/2020
,24:00:00,18.3,21.89,25,200,70,put on a 14on10off,2/22/2020
,24:00:00,9.98,7.97,12,200,70,14on10off,2/23/2020
,24:00:00,19.96,20.04,15,200,70,14on10on,2/24/2020
,24:00:00,13.3,8.51,12,200,70,14on10on / has P/A,2/25/2020
,24:00:00,18.29,4,20,200,70,14on10off,2/26/2020
,24:00:00,19.96,8.69,8,200,70,14on10off,2/27/2020
,24:00:00,19.43,25.82,20,200,70,14on10off,2/28/2020
,24:00:00,11.65,9.76,8,200,70,14on10off,2/29/2020
,24:00:00,13.31,8.74,8,220,70,14on10off,3/1/2020
,24:00:00,19.96,21.89,0,220,70,14on10off,3/2/2020
,24:00:00,16.63,9.21,12,220,70,14on10off,3/3/2020
,24:00:00,16.63,9.59,2,220,70,14on10off,3/4/2020
,24:00:00,19.96,27.55,12,220,90,14on10off,3/5/2020
,24:00:00,19.96,10,5,220,90,14on10off,3/6/2020
,24:00:00,18.3,9.44,7,220,90,14on10off,3/7/2020
,24:00:00,14.96,8.66,3,220,90,14on10off,3/8/2020
,24:00:00,23.28,18.6,8,220,90,14on10off,3/9/2020
,24:00:00,259.78,8.49,10,220,90,14on10off,3/10/2020
,24:00:00,10.75,19.94,10,220,90,14on10off,3/11/2020
,24:00:00,16.63,9,3,220,90,14on10off,3/12/2020
,24:00:00,16.64,15.16,12,220,90,14on10off,3/13/2020
,24:00:00,16.63,8.89,5,220,90,14on10off,3/14/2020
,24:00:00,28.28,18.55,13,220,90,14on10off,3/15/2020
,24:00:00,11.65,15.41,8,220,90,14on10off,3/16/2020
,24:00:00,14.97,8,7,220,90,14on10off,3/17/2020
,24:00:00,13.31,6.26,7,220,90,14on10off,3/18/2020
,24:00:00,1.66,4,15,220,90,14on10off,3/19/2020
,24:00:00,16.63,14.41,7,220,90,14on10off,3/20/2020
,24:00:00,19.97,10.36,7,220,90,14on10off,3/21/2020
,24:00:00,22.63,21.7,10,220,90,14on10off,3/22/2020
,24:00:00,19.97,8.77,10,220,90,14on10off,3/23/2020
,24:00:00,19.96,13.29,8,220,90,14on10off,3/24/2020
,16:00:00,6.65,7.23,3,220,90,DOA(Breaker Tripped). Reset. BOL.,3/25/2020
,22:00:00,33.27,21.08,12,220,90,14on10off,3/26/2020
,24:00:00,16.63,9.65,8,220,90,14on10off,3/27/2020
,24:00:00,23.29,11.16,8,220,90,14on10off,3/28/2020
,24:00:00,18.3,10.92,5,220,90,14on10off,3/29/2020
,8:00:00,6.66,4.27,2,220,90,14on10off/ breaker tripped / Weather,3/30/2020
,22:00:00,14.97,8.59,8,220,90,14on10off,3/31/2020
,24:00:00,29.96,21.3,10,220,90,14on10off,4/1/2020
,24:00:00,14.08,8.5,10,220,90,14on10off,4/2/2020
,24:00:00,9.99,6.94,0,220,90,14on10off / Pumped/Surged(good P/A),4/3/2020
,24:00:00,23.3,25.61,15,220,90,14on10off,4/4/2020
,24:00:00,16.64,7.89,2,220,90,14on10off,4/5/2020
,24:00:00,13.31,9.02,12,220,90,14on10off,4/6/2020
,24:00:00,26.62,26,15,220,90,14on10off,4/7/2020
,24:00:00,14.97,10,8,220,90,14on10off,4/8/2020
,24:00:00,8.32,8.81,10,220,90,14on10off / Pumped/Surged(good P/A),4/9/2020
,24:00:00,24.95,23.31,8,220,90,14on10off,4/10/2020
,24:00:00,13.31,9.54,10,220,90,14on10off,4/11/2020
,24:00:00,19.96,8.54,5,220,90,14on10off,4/12/2020
,24:00:00,20.75,27.93,0,220,90,,4/13/2020
,24:00:00,10,7.39,8,220,90,14on10off,4/14/2020
,24:00:00,18.3,9.57,33,220,90,14on10off,4/15/2020
,24:00:00,13.31,19.61,40,220,90,14on10off/ recovering fresh water from hot oil,4/16/2020
,24:00:00,3.32,8,7,100,90,pumped and surged tbg got pump action back / timer- 14on/ 10off,4/17/2020
,24:00:00,26.62,27,20,220,90,14on10off,4/18/2020
,24:00:00,16.63,10.03,5,220,90,14on10off,4/19/2020
,24:00:00,9.98,8.67,5,220,90,14on10off,4/20/2020
,24:00:00,26.61,27.48,20,220,90,14on10off,4/21/2020
,24:00:00,9.98,10.58,8,220,90,14on10off / Pumped/Surged(good P/A),4/22/2020
,24:00:00,14.97,9.66,3,220,90,14on10off,4/23/2020
,24:00:00,26.63,25.93,13,220,90,14on10off,4/24/2020
,24:00:00,6.68,10.94,7,220,90,14on10off,4/25/2020
,24:00:00,9.55,9.55,3,220,90,14on10off,4/26/2020
,24:00:00,26.62,12.37,2,220,90,14on10off,4/27/2020
,24:00:00,14.98,21.03,17,220,90,14on10off,4/28/2020
,24:00:00,11.64,9.82,7,220,90,14on10off,4/29/2020
,24:00:00,19.96,10.02,12,220,90,14on10off,4/30/2020
,24:00:00,11.64,22.36,7,220,90,14on10off,5/1/2020
,24:00:00,14.97,10,8,220,90,14on10off,5/2/2020
,24:00:00,14.97,8,7,220,90,14on10off,5/3/2020
,24:00:00,19.96,8.03,5,220,90,14on10off,5/4/2020
,24:00:00,15.02,25.39,8,220,90,14on10off,5/5/2020
,24:00:00,15.08,9.37,7,220,90,14on10off,5/6/2020
,24:00:00,18.29,7.91,10,220,90,14on10off,5/7/2020
,24:00:00,19.95,26,8,220,90,14on10off,5/8/2020
,24:00:00,14.96,9,5,220,90,14on10off,5/9/2020
,24:00:00,16.62,8.12,8,220,90,14on10off,5/10/2020
,24:00:00,9.97,6.36,5,220,90,14on10off,5/11/2020
,24:00:00,19.95,24.88,13,220,90,14on10off,5/12/2020
,24:00:00,13.3,8.46,10,220,90,14on10off,5/13/2020
,24:00:00,8.32,8.84,13,220,90,14on10off,5/14/2020
,24:00:00,13.31,6.25,10,220,90,14on10off,5/15/2020
,24:00:00,1.66,4.51,2,220,90,Sped up & surged tbg got p/a back,5/16/2020
,24:00:00,20.8,12.4,10,220,90,,5/17/2020
,24:00:00,19.99,17.47,15,220,90,14on10off,5/18/2020
,24:00:00,14.97,7.99,4,200,70,"14on10off, Chem Treated",5/19/2020
,24:00:00,18.29,29.28,4,200,70,,5/20/2020
,24:00:00,9.98,9.61,9,200,70,"14on14off, low prod due to gas lock; sped up & got back p/a",5/21/2020
,24:00:00,21.62,8.38,13,200,70,14on10off,5/22/2020
,24:00:00,29.94,12.39,15,200,70,14on10off,5/23/2020
,24:00:00,16.63,22.19,5,200,70,14on10off,5/24/2020
,24:00:00,14.96,9.46,10,200,70,14on10off,5/25/2020
,24:00:00,11.64,7.73,5,0,0,14on10off,5/26/2020
,24:00:00,21.63,9.42,13,200,70,14on10off,5/27/2020
,24:00:00,19.97,24.01,10,200,70,14on10off,5/28/2020
,24:00:00,4.61,10.96,9,200,70,"14on10off, low prod due to gas lock, sped up and got back p/a",5/29/2020
,24:00:00,11.64,8.4,2,200,70,14on10off,5/30/2020
,24:00:00,18.3,7.22,2,200,70,14on10off,5/31/2020
,24:00:00,19.96,27.75,18,200,70,14on10off,6/1/2020
,24:00:00,18.29,10.96,12,200,70,14on10off,6/2/2020
,24:00:00,13.31,8.28,2,200,70,14on10off,6/3/2020
,24:00:00,8.32,7.01,2,33,70,"14on10off, low prod due to gas lock, sped up and got back good p/a",6/4/2020
,24:00:00,29.93,30.4,18,52,70,14on10off,6/5/2020
,24:00:00,13.3,11.42,7,200,70,14on10off,6/6/2020
,24:00:00,13.71,8.65,3,200,70,14on10off,6/7/2020
,24:00:00,16.28,7.04,2,200,70,14on10off,6/8/2020
,24:00:00,13.35,28.15,13,713,70,14on10off,6/9/2020
,24:00:00,8.32,10.9,15,1194,70,"14on10off, low prod due to gas lock, sped up and got back p/a",6/10/2020
,24:00:00,16.64,4.93,5,1644,70,"14on10off, 20/50 Hot Oil",6/11/2020
,24:00:00,23.28,14.61,0,1822,70,Recovering Hot oil.,6/12/2020
,24:00:00,9.98,6.96,25,1822,70,Recovering hot oil,6/13/2020
,24:00:00,19.96,26.95,33,1811,70,,6/14/2020
,24:00:00,11.64,10.67,10,1808,70,Chem treated / AFT- 130 - UFT- 122,6/15/2020
,24:00:00,8.31,8.34,2,1815,70,,6/16/2020
,24:00:00,8.31,7.97,8,1826,70,,6/17/2020
,24:00:00,19.96,22.13,15,1826,70,,6/18/2020
,24:00:00,21.63,10.17,7,1822,70,,6/19/2020
,24:00:00,9.98,7.55,5,381,70,"14on10off, Gas Locked, Sped up and got back P/A",6/20/2020
,24:00:00,18.73,15.55,7,191,70,14on10off,6/21/2020
,24:00:00,16.66,9.94,12,200,70,14on10off,6/22/2020
,24:00:00,18.29,4,3,200,70,14on10off,6/23/2020
,24:00:00,13.31,4,5,200,70,14on10off,6/24/2020
,24:00:00,11.64,4,2,200,70,"14on10off, gas locked, sped up and got back P/A",6/25/2020
,24:00:00,19.96,4,8,200,70,14on10off,6/26/2020
,24:00:00,19.96,4,7,200,70,14on10off,6/27/2020
,24:00:00,13.3,8,13,200,70,14on10off,6/28/2020
,24:00:00,13.3,8.94,2,200,70,14on10off,6/29/2020
,24:00:00,8.31,8.94,0,200,70,"14on10off, scheduled H/O, AFT- 122 UFT- 107",6/30/2020
,24:00:00,23.29,7.28,10,200,70,"14on10off, recovering 20/50 hot oil",7/1/2020
,24:00:00,16.65,18.38,27,200,70,"14on10off, recovering 20/50 hot oil, chaged timer to 12on12off per Foreman",7/2/2020
,24:00:00,7.07,6.95,10,484,70,12on12off,7/3/2020
,24:00:00,192.96,27.53,4.99,680,70,12on12off,7/4/2020
,24:00:00,6.65,10.51,9.17,1006,70,12on12off,7/5/2020
,24:00:00,14.97,8.17,2.5,1258,70,12on12off,7/6/2020
,24:00:00,24.95,27.34,15,1394,70,12on12off,7/7/2020
,24:00:00,14.97,11.07,9.58,319,70,12on12off,7/8/2020
,24:00:00,6.65,9.76,0,353,70,"12on12off, gas locked, sped up and got back P/A",7/9/2020
,24:00:00,29.94,12.93,8.76,218,70,12on12off,7/10/2020
,24:00:00,8.32,13,8.33,200,70,12on 12off,7/11/2020
,24:00:00,11.64,10.69,3.33,924,70,12on 12off,7/12/2020
,24:00:00,11.64,8.15,1.67,1775,70,12on12off,7/13/2020
,24:00:00,23.29,11.69,11.25,1786,70,12on12off,7/14/2020
,24:00:00,13.31,19.47,9.16,1808,70,"12on12off,  AFT- 125 UFT- 112",7/15/2020
,24:00:00,15.59,10.05,4.59,1812,70,"12on12off, gas locked, sped up and got back P/A",7/16/2020
,24:00:00,18.34,11.4,5.41,1777,70,12on12off,7/17/2020
,24:00:00,14.97,24.95,11.26,1798,70,12on12off,7/18/2020
,24:00:00,9.98,11.36,8.33,1801,70,12on12off,7/19/2020
,24:00:00,11.64,9.67,1.66,1800,70,12on12off,7/20/2020
,24:00:00,19.96,4,5.01,200,70,"12on12off, chem treated",7/21/2020
,24:00:00,11.64,25.46,18.33,200,70,12on12off,7/22/2020
,24:00:00,14.97,11.51,11.67,200,70,12on12off,7/23/2020
,24:00:00,14.97,9.21,7.08,200,70,12on12off,7/24/2020
,24:00:00,19.96,7.98,12.92,200,70,12on12off,7/25/2020
,24:00:00,16.64,26.77,3.74,200,70,12on12off,7/26/2020
,24:00:00,8.32,11.23,7.92,200,70,12on12off,7/27/2020
,24:00:00,8.32,11.23,0.42,200,70,12on12off,7/28/2020
,24:00:00,3.39,7.39,0.41,200,70,12on12off / Blew down sped up was able to get P/A back.,7/29/2020
,24:00:00,18.33,20.7,5.84,200,70,12on12off,7/30/2020
,24:00:00,11.64,9.34,10,200,70,12on12off,7/31/2020
,24:00:00,6.65,7.15,1.67,200,70,12on12off,8/1/2020
,24:00:00,19.96,21.54,13.33,200,70,12on12off,8/2/2020
,24:00:00,13.31,9.26,6.67,200,70,12on12off,8/3/2020
,24:00:00,8.31,8.03,0,200,70,12on12off,8/4/2020
,24:00:00,18.3,6.67,8.74,200,70,12on12off,8/5/2020
,24:00:00,6.65,8.75,24.59,200,70,"12on12off, recovering 20/50 hot oil / AFT- 130 UFT- 125",8/6/2020
,24:00:00,14.97,12.72,31.25,200,70,12on12off,8/7/2020
,24:00:00,9.98,17.27,25.83,200,70,12on12off,8/8/2020
,24:00:00,9.98,8.28,5,200,70,12on12off,8/9/2020
,24:00:00,19.97,20.82,2.08,200,70,12on12off,8/10/2020
,24:00:00,2.55,9.78,2.92,200,70,"12on12off, 6.5spm, gas locked, sped up unit to get P/A",8/11/2020
,24:00:00,21.7,18.21,6.66,200,70,"12on12off, 6.5spm",8/12/2020
,24:00:00,11.67,10.07,10,200,70,"12on12off, 6.5spm",8/13/2020
,24:00:00,26.62,7.69,-85,200,70,,8/14/2020
,24:00:00,9.98,20.63,8.33,200,70,"12on12off, 6.5spm",8/15/2020
,24:00:00,6.65,10.92,6.67,200,70,"12on12off, 6.5spm",8/16/2020
,24:00:00,14.97,8.23,3.33,200,70,"12on12off, 6.5spm",8/17/2020
,24:00:00,21.62,21.03,17.5,200,70,"12on12off, 6.5spm / Chem treated",8/18/2020
,24:00:00,6.65,10.98,11.66,200,70,"12on12off, 6.5spm",8/19/2020
,24:00:00,1.67,5.1,6.67,200,70,"12on12off, 6.5spm, gas locked, sped up unit to get back P/A",8/20/2020
,24:00:00,19.96,5.1,6.67,200,70,"12on/12off, 6.5spm",8/21/2020
,24:00:00,21.62,23.67,8.33,200,70,"12on/12off,6.5spm",8/22/2020
,24:00:00,16.64,10.53,1.67,200,70,"12on/12off, 6.5spm",8/23/2020
,24:00:00,11.85,8.55,3.33,200,70,"12on/12off, 6.5spm",8/24/2020
,24:00:00,20.03,22.8,20.41,200,70,"12on/12off, 6.5spm",8/25/2020
,24:00:00,8.32,11.23,2.5,200,70,"12on/12off, 6.5spm",8/26/2020
,24:00:00,11.65,8.65,0.42,200,70,"12on/12off, 6.5spm",8/27/2020
,24:00:00,21.62,23.93,15.83,200,70,"12on/12off, 6.5spm",8/28/2020
,24:00:00,9.98,11.34,4.17,200,70,"12on/12off, 6.5spm",8/29/2020
,24:00:00,18.29,11.34,1.67,200,70,"12on/120ff, 6.5spm",8/30/2020
,24:00:00,16.63,23.54,17.08,200,70,"12on/120ff, 6.5spm",8/31/2020
,24:00:00,8.32,10.86,2.92,200,70,"12on/12off, 6.5spm, gas locked, sped up unit and got back good P/A",9/1/2020
,24:00:00,13.31,9.57,1.67,200,70,"12on/12off, 6.5spm",9/2/2020
,24:00:00,23.28,24.81,16.66,200,70,"12on/12off, 6.5spm, AFT- 128 BFT- 105",9/3/2020
,24:00:00,18.3,12.46,4.17,200,70,"12on/12off, 6.5spm",9/4/2020
,24:00:00,8.7,9.05,0.83,200,70,"12on/12off, 6.5spm",9/5/2020
,24:00:00,16.7,10.67,11.67,200,70,"12on/12off, 6.5spm",9/6/2020
,24:00:00,14.99,24.09,1.67,200,70,"12on/12off, 6.5spm",9/7/2020
,24:00:00,11.64,11.86,16.66,200,70,"12on/12off, 6.5spm",9/8/2020
,24:00:00,9.98,11.86,3.33,200,70,"12on/12off, 6.5spm",9/9/2020
,24:00:00,14.97,8.67,0,200,70,"12on/12off, 6.5spm",9/10/2020
,24:00:00,14.97,25.15,16.67,200,70,"12on/12off, 6.5spm",9/11/2020
,24:00:00,8.31,10.82,6.66,200,70,"12on/12off, 6.5spm",9/12/2020
,24:00:00,14.97,10.82,1.67,200,70,"12on/12off, 6.5spm",9/13/2020
,24:00:00,14.97,7.94,1.66,200,70,"12on/12off, 6.5spm",9/14/2020
,24:00:00,19.96,25.95,20.42,200,70,"12on/12off, 6.5spm / Chem treated",9/15/2020
,24:00:00,8.32,11.01,11.25,200,70,"12on/12off, 6.5spm",9/16/2020
,24:00:00,8.32,8.01,1.67,200,70,"12on/12off, 6.5spm, low prod due to gas lock, sped up unit and got back p/a",9/17/2020
,24:00:00,14.97,7.28,0,200,70,"12on/12off, 6.5spm",9/18/2020
,24:00:00,24.96,27.13,16.25,200,70,"12on/12off, 6.5spm",9/19/2020
,24:00:00,8.92,11.26,5,18,0,"12on/12off, 6.5spm",9/20/2020
,24:00:00,11.64,9.65,0.83,200,70,"12on12off, 6.5spm",9/21/2020
,24:00:00,6.65,7.9,0.42,200,70,"12on/12off, 6.5spm, gas locked, sped unit up and got back p/a",9/22/2020
,24:00:00,24.95,26.78,19.17,200,70,"12on/12off, 6.5spm",9/23/2020
,24:00:00,11.65,11.36,5,200,70,"12on/12off, 6.5spm",9/24/2020
,24:00:00,11.64,10.57,5.83,200,70,"12on/12off, 6.5spm",9/25/2020
,24:00:00,16.63,7.92,0.41,200,70,"12on/12off, 6.5spm",9/26/2020
,24:00:00,19.96,27.01,19.59,0,0,"12on/12off, 6.5spm",9/27/2020
,24:00:00,9.98,11.94,6.66,200,70,"12on/12off, 6.5spm",9/28/2020
,24:00:00,11.64,9.94,0.84,200,70,"12on/12off, 6.5spm",9/29/2020
,24:00:00,9.2,7.91,0,200,70,"12on/12off, 6.5spm",9/30/2020
,24:00:00,20.03,26.31,20,200,70,"12on/12off, 6.5spm, 125 BFT- 113",10/1/2020
,24:00:00,10,11.13,5,200,70,"12on/12off, 6.5spm",10/2/2020
,24:00:00,9.98,9.61,1.67,200,70,"12on/12off, 6.spm",10/3/2020
,24:00:00,11.65,7.74,0,200,70,"12on/12off, 6.5spm",10/4/2020
,24:00:00,26.61,21.52,15,200,70,"12on/12off, 6.5spm",10/5/2020
,24:00:00,11.64,11.07,8.33,200,70,"12on/12off, 6.5spm",10/6/2020
,24:00:00,8.31,8.88,3.75,200,70,"12on/12off, 6.5spm",10/7/2020
,24:00:00,9.98,7.39,0,200,70,"12on/12off, 6.5spm",10/8/2020
,24:00:00,28.28,25.77,17.91,1113,0,"12on/12off, 6.5spm",10/9/2020
